seqnames	start	end	width	strand	gene_id	gene_name	gene_biotype	seq_coord_system	description	gene_id_version	symbol	entrezid	logFC	logCPM	F	PValue	FDR	mlog10PValue
4	1.25e+08	1.25e+08	36900	+	ENSMUSG00000028876	Epha10	protein_coding	chromosome	Eph receptor A10 [Source:MGI Symbol;Acc:MGI:3586824]	ENSMUSG00000028876.7	Epha10	230735	1.51	5.21	25.5	7.94e-06	0.00146	5.1
11	61400000	61500000	5690	-	ENSMUSG00000010086	Rnf112	protein_coding	chromosome	ring finger protein 112 [Source:MGI Symbol;Acc:MGI:106611]	ENSMUSG00000010086.17	Rnf112	22671	1.31	6.1	25.5	7.99e-06	0.00146	5.1
13	1.05e+08	1.05e+08	165000	-	ENSMUSG00000021720	Rnf180	protein_coding	chromosome	ring finger protein 180 [Source:MGI Symbol;Acc:MGI:1919066]	ENSMUSG00000021720.11	Rnf180	71816	-0.714	4.1	25.5	8.05e-06	0.00146	5.09
2	1.8e+08	1.8e+08	27700	+	ENSMUSG00000039086	Ss18l1	protein_coding	chromosome	SS18, nBAF chromatin remodeling complex subunit like 1 [Source:MGI Symbol;Acc:MGI:2444061]	ENSMUSG00000039086.9	Ss18l1	269397	0.828	5.29	25.4	8.18e-06	0.00147	5.09
3	67400000	67500000	46400	+	ENSMUSG00000027774	Gfm1	protein_coding	chromosome	G elongation factor, mitochondrial 1 [Source:MGI Symbol;Acc:MGI:107339]	ENSMUSG00000027774.16	Gfm1	28030	-0.555	5.72	25.4	8.32e-06	0.00147	5.08
9	1.05e+08	1.05e+08	26600	+	ENSMUSG00000032563	Mrpl3	protein_coding	chromosome	mitochondrial ribosomal protein L3 [Source:MGI Symbol;Acc:MGI:2137204]	ENSMUSG00000032563.16	Mrpl3	94062	-0.55	5.67	25.4	8.34e-06	0.00147	5.08
5	1.38e+08	1.38e+08	16100	+	ENSMUSG00000029712	Actl6b	protein_coding	chromosome	actin-like 6B [Source:MGI Symbol;Acc:MGI:1933548]	ENSMUSG00000029712.14	Actl6b	83766	1.19	6.93	25.3	8.5e-06	0.00148	5.07
9	15200000	15300000	20400	+	ENSMUSG00000031937	Vstm5	protein_coding	chromosome	V-set and transmembrane domain containing 5 [Source:MGI Symbol;Acc:MGI:1916387]	ENSMUSG00000031937.7	Vstm5	69137	1.19	3.26	25.3	8.54e-06	0.00148	5.07
7	31100000	31200000	25800	-	ENSMUSG00000001248	Gramd1a	protein_coding	chromosome	GRAM domain containing 1A [Source:MGI Symbol;Acc:MGI:105490]	ENSMUSG00000001248.15	Gramd1a	52857	0.82	7.77	25.2	8.89e-06	0.00152	5.05
5	1.45e+08	1.45e+08	14800	+	ENSMUSG00000029625	Cpsf4	protein_coding	chromosome	cleavage and polyadenylation specific factor 4 [Source:MGI Symbol;Acc:MGI:1861602]	ENSMUSG00000029625.16	Cpsf4	54188	0.718	4.45	25.2	8.95e-06	0.00152	5.05
12	23900000	23900000	117	+	ENSMUSG00000113606	AC125543.4	processed_pseudogene	chromosome	NULL	ENSMUSG00000113606.1	AC125543.4	NA	1.09	2.81	25.1	9.05e-06	0.00152	5.04
16	17200000	17300000	29900	+	ENSMUSG00000050240	Hic2	protein_coding	chromosome	hypermethylated in cancer 2 [Source:MGI Symbol;Acc:MGI:1929869]	ENSMUSG00000050240.14	Hic2	58180	0.862	3.18	25	9.36e-06	0.00156	5.03
1	88700000	88700000	29100	-	ENSMUSG00000049866	Arl4c	protein_coding	chromosome	ADP-ribosylation factor-like 4C [Source:MGI Symbol;Acc:MGI:2445172]	ENSMUSG00000049866.12	Arl4c	320982	1.04	6.35	25	9.44e-06	0.00156	5.02
11	69600000	69600000	6110	-	ENSMUSG00000003934	Efnb3	protein_coding	chromosome	ephrin B3 [Source:MGI Symbol;Acc:MGI:109196]	ENSMUSG00000003934.5	Efnb3	13643	1.27	8.58	24.9	9.63e-06	0.00158	5.02
8	1.05e+08	1.05e+08	9460	-	ENSMUSG00000014837	4931428F04Rik	protein_coding	chromosome	RIKEN cDNA 4931428F04 gene [Source:MGI Symbol;Acc:MGI:1921606]	ENSMUSG00000014837.15	4931428F04Rik	74356	1.26	7.15	24.9	9.8e-06	0.00159	5.01
19	6400000	6420000	15900	+	ENSMUSG00000032946	Rasgrp2	protein_coding	chromosome	RAS, guanyl releasing protein 2 [Source:MGI Symbol;Acc:MGI:1333849]	ENSMUSG00000032946.16	Rasgrp2	19395	1.34	5.73	24.9	9.94e-06	0.0016	5
8	25700000	25800000	29300	-	ENSMUSG00000061313	Ddhd2	protein_coding	chromosome	DDHD domain containing 2 [Source:MGI Symbol;Acc:MGI:1919358]	ENSMUSG00000061313.8	Ddhd2	72108	0.691	5.53	24.8	1.01e-05	0.0016	5
4	1.36e+08	1.36e+08	11800	-	ENSMUSG00000028669	Pithd1	protein_coding	chromosome	PITH (C-terminal proteasome-interacting domain of thioredoxin-like) domain containing 1 [Source:MGI Symbol;Acc:MGI:1913443]	ENSMUSG00000028669.15	Pithd1	66193	-0.548	6.52	24.8	1.02e-05	0.00161	4.99
7	25300000	25300000	10100	+	ENSMUSG00000043843	Tmem145	protein_coding	chromosome	transmembrane protein 145 [Source:MGI Symbol;Acc:MGI:3607779]	ENSMUSG00000043843.16	Tmem145	330485	1.17	6.59	24.7	1.04e-05	0.00162	4.98
10	79900000	79900000	14200	-	ENSMUSG00000035835	Plppr3	protein_coding	chromosome	phospholipid phosphatase related 3 [Source:MGI Symbol;Acc:MGI:2388640]	ENSMUSG00000035835.14	Plppr3	216152	1.33	7.11	24.6	1.08e-05	0.00168	4.97
13	90100000	90100000	54800	+	ENSMUSG00000012422	Tmem167	protein_coding	chromosome	transmembrane protein 167 [Source:MGI Symbol;Acc:MGI:1913324]	ENSMUSG00000012422.14	Tmem167	66074	-0.772	6.02	24.5	1.1e-05	0.00169	4.96
18	3.8e+07	3.8e+07	12300	-	ENSMUSG00000038524	Fchsd1	protein_coding	chromosome	FCH and double SH3 domains 1 [Source:MGI Symbol;Acc:MGI:2441771]	ENSMUSG00000038524.13	Fchsd1	319262	0.91	4.76	24.5	1.11e-05	0.00169	4.96
10	97600000	97600000	6810	+	ENSMUSG00000019932	Kera	protein_coding	chromosome	keratocan [Source:MGI Symbol;Acc:MGI:1202398]	ENSMUSG00000019932.8	Kera	16545	4.04	-1.18	24.5	1.12e-05	0.00169	4.95
2	33100000	33400000	238000	-	ENSMUSG00000038831	Ralgps1	protein_coding	chromosome	Ral GEF with PH domain and SH3 binding motif 1 [Source:MGI Symbol;Acc:MGI:1922008]	ENSMUSG00000038831.16	Ralgps1	241308	0.498	6	24.5	1.14e-05	0.00171	4.94
14	8430000	8670000	235000	-	ENSMUSG00000021747	4930452B06Rik	protein_coding	chromosome	RIKEN cDNA 4930452B06 gene [Source:MGI Symbol;Acc:MGI:1926154]	ENSMUSG00000021747.12	4930452B06Rik	74430	1.06	2.84	24.4	1.15e-05	0.00171	4.94
8	70900000	70900000	9870	-	ENSMUSG00000000792	Slc5a5	protein_coding	chromosome	solute carrier family 5 (sodium iodide symporter), member 5 [Source:MGI Symbol;Acc:MGI:2149330]	ENSMUSG00000000792.2	Slc5a5	114479	1.52	3.27	24.4	1.16e-05	0.00171	4.94
1	1e+07	1e+07	13600	-	ENSMUSG00000025917	Cops5	protein_coding	chromosome	COP9 signalosome subunit 5 [Source:MGI Symbol;Acc:MGI:1349415]	ENSMUSG00000025917.9	Cops5	26754	-0.569	6.99	24.3	1.18e-05	0.00173	4.93
4	1.15e+08	1.15e+08	28000	-	ENSMUSG00000047155	Cyp4x1	protein_coding	chromosome	cytochrome P450, family 4, subfamily x, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1932403]	ENSMUSG00000047155.13	Cyp4x1	81906	1.12	3.81	24.3	1.19e-05	0.00174	4.92
10	81300000	81300000	10400	+	ENSMUSG00000004933	Matk	protein_coding	chromosome	megakaryocyte-associated tyrosine kinase [Source:MGI Symbol;Acc:MGI:99259]	ENSMUSG00000004933.17	Matk	17179	1.33	6.85	24.2	1.25e-05	0.00177	4.9
6	87800000	87900000	8490	-	ENSMUSG00000030057	Cnbp	protein_coding	chromosome	cellular nucleic acid binding protein [Source:MGI Symbol;Acc:MGI:88431]	ENSMUSG00000030057.15	Cnbp	12785	-0.722	7.73	24.2	1.25e-05	0.00177	4.9
7	61900000	61900000	12300	-	ENSMUSG00000109394	A230057D06Rik	lincRNA	chromosome	RIKEN cDNA A230057D06 gene [Source:MGI Symbol;Acc:MGI:2442922]	ENSMUSG00000109394.1	A230057D06Rik	NA	0.882	2.44	24.2	1.25e-05	0.00177	4.9
14	1.04e+08	1.04e+08	54700	+	ENSMUSG00000055717	Slain1	protein_coding	chromosome	SLAIN motif family, member 1 [Source:MGI Symbol;Acc:MGI:2145578]	ENSMUSG00000055717.13	Slain1	105439	-0.554	5.06	24.1	1.26e-05	0.00177	4.9
X	98600000	98900000	337000	-	ENSMUSG00000031214	Ophn1	protein_coding	chromosome	oligophrenin 1 [Source:MGI Symbol;Acc:MGI:2151070]	ENSMUSG00000031214.13	Ophn1	94190	0.894	5.47	24.1	1.28e-05	0.00178	4.89
6	1.13e+08	1.13e+08	22000	+	ENSMUSG00000030264	Thumpd3	protein_coding	chromosome	THUMP domain containing 3 [Source:MGI Symbol;Acc:MGI:1277973]	ENSMUSG00000030264.14	Thumpd3	14911	-0.887	4.16	24.1	1.29e-05	0.00178	4.89
10	94800000	94900000	154000	-	ENSMUSG00000074785	Plxnc1	protein_coding	chromosome	plexin C1 [Source:MGI Symbol;Acc:MGI:1890127]	ENSMUSG00000074785.5	Plxnc1	54712	1.47	6.77	24.1	1.29e-05	0.00178	4.89
15	11800000	11900000	65800	-	ENSMUSG00000022206	Npr3	protein_coding	chromosome	natriuretic peptide receptor 3 [Source:MGI Symbol;Acc:MGI:97373]	ENSMUSG00000022206.6	Npr3	18162	1.91	3.56	24	1.31e-05	0.00179	4.88
X	1.53e+08	1.53e+08	160000	-	ENSMUSG00000045180	Shroom2	protein_coding	chromosome	shroom family member 2 [Source:MGI Symbol;Acc:MGI:107194]	ENSMUSG00000045180.13	Shroom2	110380	1.13	6.74	24	1.32e-05	0.0018	4.88
8	40500000	40600000	39400	+	ENSMUSG00000031600	Vps37a	protein_coding	chromosome	vacuolar protein sorting 37A [Source:MGI Symbol;Acc:MGI:1261835]	ENSMUSG00000031600.10	Vps37a	52348	-0.58	5.54	23.9	1.34e-05	0.00181	4.87
14	50900000	50900000	4790	-	ENSMUSG00000035953	Tmem55b	protein_coding	chromosome	transmembrane protein 55b [Source:MGI Symbol;Acc:MGI:2448501]	ENSMUSG00000035953.13	Tmem55b	219024	0.61	4.89	23.9	1.37e-05	0.00182	4.86
19	6060000	6070000	5550	-	ENSMUSG00000024799	Tm7sf2	protein_coding	chromosome	transmembrane 7 superfamily member 2 [Source:MGI Symbol;Acc:MGI:1920416]	ENSMUSG00000024799.14	Tm7sf2	73166	1.27	5.32	23.9	1.38e-05	0.00182	4.86
10	79600000	79600000	19900	-	ENSMUSG00000020312	Shc2	protein_coding	chromosome	SHC (Src homology 2 domain containing) transforming protein 2 [Source:MGI Symbol;Acc:MGI:106180]	ENSMUSG00000020312.12	Shc2	216148	0.786	5.14	23.8	1.4e-05	0.00182	4.85
1	59700000	59700000	34100	+	ENSMUSG00000026020	Nop58	protein_coding	chromosome	NOP58 ribonucleoprotein [Source:MGI Symbol;Acc:MGI:1933184]	ENSMUSG00000026020.9	Nop58	55989	-1.13	5.17	23.8	1.41e-05	0.00182	4.85
9	83900000	84100000	199000	+	ENSMUSG00000032263	Bckdhb	protein_coding	chromosome	branched chain ketoacid dehydrogenase E1, beta polypeptide [Source:MGI Symbol;Acc:MGI:88137]	ENSMUSG00000032263.14	Bckdhb	12040	-0.912	3.23	23.8	1.41e-05	0.00182	4.85
2	1.32e+08	1.32e+08	4150	-	ENSMUSG00000027342	Pcna	protein_coding	chromosome	proliferating cell nuclear antigen [Source:MGI Symbol;Acc:MGI:97503]	ENSMUSG00000027342.14	Pcna	18538	-0.794	6.2	23.8	1.42e-05	0.00182	4.85
X	1.12e+08	1.12e+08	127000	-	ENSMUSG00000034551	Hdx	protein_coding	chromosome	highly divergent homeobox [Source:MGI Symbol;Acc:MGI:2685226]	ENSMUSG00000034551.12	Hdx	245596	0.836	2.9	23.8	1.43e-05	0.00182	4.84
7	1.34e+08	1.34e+08	105000	+	ENSMUSG00000053111	Fank1	protein_coding	chromosome	fibronectin type 3 and ankyrin repeat domains 1 [Source:MGI Symbol;Acc:MGI:1914180]	ENSMUSG00000053111.13	Fank1	66930	1.22	2.62	23.8	1.43e-05	0.00182	4.84
5	76700000	76900000	217000	+	ENSMUSG00000036377	C530008M17Rik	protein_coding	chromosome	RIKEN cDNA C530008M17 gene [Source:MGI Symbol;Acc:MGI:2444817]	ENSMUSG00000036377.18	C530008M17Rik	320827	1.04	7.21	23.7	1.44e-05	0.00183	4.84
2	1.12e+08	1.12e+08	17200	+	ENSMUSG00000055943	Emc7	protein_coding	chromosome	ER membrane protein complex subunit 7 [Source:MGI Symbol;Acc:MGI:1920274]	ENSMUSG00000055943.5	Emc7	73024	-0.457	7.24	23.7	1.47e-05	0.00185	4.83
11	59500000	59500000	7990	+	ENSMUSG00000072893	4933439C10Rik	processed_transcript	chromosome	RIKEN cDNA 4933439C10 gene [Source:MGI Symbol;Acc:MGI:1921726]	ENSMUSG00000072893.12	4933439C10Rik	NA	0.703	5.76	23.6	1.5e-05	0.00187	4.83
3	1.23e+08	1.23e+08	81000	-	ENSMUSG00000039735	Fnbp1l	protein_coding	chromosome	formin binding protein 1-like [Source:MGI Symbol;Acc:MGI:1925642]	ENSMUSG00000039735.15	Fnbp1l	214459	0.806	7.91	23.6	1.52e-05	0.00189	4.82
3	1.16e+08	1.16e+08	68400	-	ENSMUSG00000054414	Slc30a7	protein_coding	chromosome	solute carrier family 30 (zinc transporter), member 7 [Source:MGI Symbol;Acc:MGI:1913750]	ENSMUSG00000054414.4	Slc30a7	66500	-1.2	3.97	23.6	1.53e-05	0.00189	4.82
18	36800000	36800000	16700	-	ENSMUSG00000001380	Hars	protein_coding	chromosome	histidyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:108087]	ENSMUSG00000001380.6	Hars	15115	-0.474	6.52	23.5	1.55e-05	0.00189	4.81
2	1.82e+08	1.82e+08	4000	-	ENSMUSG00000038605	Samd10	protein_coding	chromosome	sterile alpha motif domain containing 10 [Source:MGI Symbol;Acc:MGI:2443872]	ENSMUSG00000038605.11	Samd10	229011	0.924	4.88	23.4	1.6e-05	0.00194	4.79
11	1.06e+08	1.06e+08	6970	+	ENSMUSG00000020708	Psmc5	protein_coding	chromosome	protease (prosome, macropain) 26S subunit, ATPase 5 [Source:MGI Symbol;Acc:MGI:105047]	ENSMUSG00000020708.12	Psmc5	19184	-0.52	6.27	23.4	1.61e-05	0.00194	4.79
4	1.24e+08	1.24e+08	19600	+	ENSMUSG00000028646	Rragc	protein_coding	chromosome	Ras-related GTP binding C [Source:MGI Symbol;Acc:MGI:1858751]	ENSMUSG00000028646.16	Rragc	54170	-1.04	5.15	23.4	1.62e-05	0.00194	4.79
2	31600000	31600000	44900	+	ENSMUSG00000026843	Fubp3	protein_coding	chromosome	far upstream element (FUSE) binding protein 3 [Source:MGI Symbol;Acc:MGI:2443699]	ENSMUSG00000026843.15	Fubp3	320267	-0.615	5.42	23.4	1.63e-05	0.00194	4.79
11	1.16e+08	1.16e+08	4110	+	ENSMUSG00000046756	Mrps7	protein_coding	chromosome	mitchondrial ribosomal protein S7 [Source:MGI Symbol;Acc:MGI:1354367]	ENSMUSG00000046756.10	Mrps7	50529	-0.794	5.14	23.3	1.66e-05	0.00195	4.78
16	45200000	45200000	29800	+	ENSMUSG00000022663	Atg3	protein_coding	chromosome	autophagy related 3 [Source:MGI Symbol;Acc:MGI:1915091]	ENSMUSG00000022663.3	Atg3	67841	-0.674	5.15	23.3	1.67e-05	0.00195	4.78
X	75100000	75100000	13900	+	ENSMUSG00000031403	Dkc1	protein_coding	chromosome	dyskeratosis congenita 1, dyskerin [Source:MGI Symbol;Acc:MGI:1861727]	ENSMUSG00000031403.14	Dkc1	245474	-0.743	3.92	23.3	1.67e-05	0.00195	4.78
11	1.02e+08	1.02e+08	4310	+	ENSMUSG00000034757	Tmub2	protein_coding	chromosome	transmembrane and ubiquitin-like domain containing 2 [Source:MGI Symbol;Acc:MGI:1919303]	ENSMUSG00000034757.15	Tmub2	72053	0.605	6.19	23.3	1.68e-05	0.00195	4.77
18	3.8e+07	3.8e+07	4100	+	ENSMUSG00000044024	Rell2	protein_coding	chromosome	RELT-like 2 [Source:MGI Symbol;Acc:MGI:1918044]	ENSMUSG00000044024.15	Rell2	225392	0.87	6.58	23.3	1.69e-05	0.00195	4.77
19	6120000	6130000	8910	-	ENSMUSG00000024787	Snx15	protein_coding	chromosome	sorting nexin 15 [Source:MGI Symbol;Acc:MGI:1916274]	ENSMUSG00000024787.13	Snx15	69024	0.642	4.57	23.3	1.7e-05	0.00195	4.77
5	1.16e+08	1.16e+08	83400	-	ENSMUSG00000041609	Bicdl1	protein_coding	chromosome	BICD family like cargo adaptor 1 [Source:MGI Symbol;Acc:MGI:1922915]	ENSMUSG00000041609.16	Bicdl1	75665	0.766	4.85	23.2	1.73e-05	0.00196	4.76
3	1.08e+08	1.08e+08	7360	-	ENSMUSG00000086968	4933431E20Rik	antisense_RNA	chromosome	RIKEN cDNA 4933431E20 gene [Source:MGI Symbol;Acc:MGI:3584041]	ENSMUSG00000086968.8	4933431E20Rik	NA	0.609	6.28	23.2	1.74e-05	0.00196	4.76
6	54700000	54700000	22200	+	ENSMUSG00000038065	Mturn	protein_coding	chromosome	maturin, neural progenitor differentiation regulator homolog (Xenopus) [Source:MGI Symbol;Acc:MGI:1915485]	ENSMUSG00000038065.13	Mturn	68235	1.53	8.3	23.2	1.75e-05	0.00196	4.76
11	1.06e+08	1.06e+08	4600	-	ENSMUSG00000040699	Limd2	protein_coding	chromosome	LIM domain containing 2 [Source:MGI Symbol;Acc:MGI:1915053]	ENSMUSG00000040699.13	Limd2	67803	0.455	5.42	23.2	1.75e-05	0.00196	4.76
2	32600000	32600000	8990	+	ENSMUSG00000046854	Pip5kl1	protein_coding	chromosome	phosphatidylinositol-4-phosphate 5-kinase-like 1 [Source:MGI Symbol;Acc:MGI:2448520]	ENSMUSG00000046854.16	Pip5kl1	227733	1.27	3.34	23.1	1.77e-05	0.00197	4.75
16	87900000	88300000	394000	-	ENSMUSG00000022935	Grik1	protein_coding	chromosome	glutamate receptor, ionotropic, kainate 1 [Source:MGI Symbol;Acc:MGI:95814]	ENSMUSG00000022935.15	Grik1	14805	1.24	5.4	23.1	1.78e-05	0.00197	4.75
10	81200000	81300000	19000	+	ENSMUSG00000034949	Zfr2	protein_coding	chromosome	zinc finger RNA binding protein 2 [Source:MGI Symbol;Acc:MGI:2143792]	ENSMUSG00000034949.18	Zfr2	103406	0.893	5.98	23	1.83e-05	0.00202	4.74
5	1.16e+08	1.17e+08	153000	-	ENSMUSG00000063919	Srrm4	protein_coding	chromosome	serine/arginine repetitive matrix 4 [Source:MGI Symbol;Acc:MGI:1916205]	ENSMUSG00000063919.11	Srrm4	68955	1.11	5.66	23	1.86e-05	0.00204	4.73
8	69800000	69900000	39800	+	ENSMUSG00000031860	Pbx4	protein_coding	chromosome	pre B cell leukemia homeobox 4 [Source:MGI Symbol;Acc:MGI:1931321]	ENSMUSG00000031860.17	Pbx4	80720	0.633	3.7	23	1.88e-05	0.00204	4.73
9	1.14e+08	1.14e+08	56500	-	ENSMUSG00000032504	Pdcd6ip	protein_coding	chromosome	programmed cell death 6 interacting protein [Source:MGI Symbol;Acc:MGI:1333753]	ENSMUSG00000032504.15	Pdcd6ip	18571	-0.783	5.76	23	1.88e-05	0.00204	4.73
4	1.41e+08	1.41e+08	16000	+	ENSMUSG00000006218	Fam131c	protein_coding	chromosome	family with sequence similarity 131, member C [Source:MGI Symbol;Acc:MGI:2685539]	ENSMUSG00000006218.4	Fam131c	277743	1.07	2.76	22.9	1.89e-05	0.00204	4.72
1	86300000	86400000	14700	-	ENSMUSG00000026234	Ncl	protein_coding	chromosome	nucleolin [Source:MGI Symbol;Acc:MGI:97286]	ENSMUSG00000026234.12	Ncl	17975	-0.585	8.07	22.9	1.92e-05	0.00206	4.72
4	46100000	46200000	33800	+	ENSMUSG00000028330	Ncbp1	protein_coding	chromosome	nuclear cap binding protein subunit 1 [Source:MGI Symbol;Acc:MGI:1891840]	ENSMUSG00000028330.8	Ncbp1	433702	-0.752	4.96	22.9	1.94e-05	0.00207	4.71
9	39600000	39600000	17000	-	ENSMUSG00000038112	AW551984	protein_coding	chromosome	expressed sequence AW551984 [Source:MGI Symbol;Acc:MGI:2143322]	ENSMUSG00000038112.15	AW551984	244810	1.72	5.07	22.8	1.97e-05	0.00208	4.71
13	35700000	35900000	214000	+	ENSMUSG00000059288	Cdyl	protein_coding	chromosome	chromodomain protein, Y chromosome-like [Source:MGI Symbol;Acc:MGI:1339956]	ENSMUSG00000059288.14	Cdyl	12593	-1.23	1.84	22.8	1.99e-05	0.00209	4.7
1	1.46e+08	1.46e+08	75600	-	ENSMUSG00000099964	Gm29514	antisense_RNA	chromosome	predicted gene 29514 [Source:MGI Symbol;Acc:MGI:5580220]	ENSMUSG00000099964.6	Gm29514	NA	1.22	0.505	22.7	2.04e-05	0.00213	4.69
2	18700000	18700000	9610	+	ENSMUSG00000026739	Bmi1	protein_coding	chromosome	Bmi1 polycomb ring finger oncogene [Source:MGI Symbol;Acc:MGI:88174]	ENSMUSG00000026739.13	Bmi1	12151	-0.676	4.96	22.7	2.07e-05	0.00213	4.68
10	78600000	78600000	10200	+	ENSMUSG00000032763	Ilvbl	protein_coding	chromosome	ilvB (bacterial acetolactate synthase)-like [Source:MGI Symbol;Acc:MGI:1351911]	ENSMUSG00000032763.11	Ilvbl	216136	0.738	4.94	22.7	2.07e-05	0.00213	4.68
5	1.12e+08	1.12e+08	361	-	ENSMUSG00000098395	Gm27998	misc_RNA	chromosome	predicted gene, 27998 [Source:MGI Symbol;Acc:MGI:5531380]	ENSMUSG00000098395.1	Gm27998	NA	1.38	3.83	22.7	2.08e-05	0.00213	4.68
16	46400000	46500000	111000	-	ENSMUSG00000022656	Nectin3	protein_coding	chromosome	nectin cell adhesion molecule 3 [Source:MGI Symbol;Acc:MGI:1930171]	ENSMUSG00000022656.15	Nectin3	58998	-0.998	4.71	22.6	2.1e-05	0.00215	4.68
9	89600000	89600000	35900	-	ENSMUSG00000039313	AF529169	protein_coding	chromosome	cDNA sequence AF529169 [Source:MGI Symbol;Acc:MGI:2667167]	ENSMUSG00000039313.14	AF529169	209743	0.885	3.62	22.6	2.12e-05	0.00215	4.67
11	94400000	94500000	65800	-	ENSMUSG00000020866	Cacna1g	protein_coding	chromosome	calcium channel, voltage-dependent, T type, alpha 1G subunit [Source:MGI Symbol;Acc:MGI:1201678]	ENSMUSG00000020866.17	Cacna1g	12291	1.05	6.17	22.6	2.15e-05	0.00217	4.67
13	1.8e+07	1.8e+07	12000	-	ENSMUSG00000075054	Yae1d1	protein_coding	chromosome	Yae1 domain containing 1 [Source:MGI Symbol;Acc:MGI:1914258]	ENSMUSG00000075054.5	Yae1d1	67008	-0.567	5.11	22.5	2.17e-05	0.00218	4.66
6	99600000	99700000	41600	-	ENSMUSG00000093661	Eif4e3	protein_coding	chromosome	eukaryotic translation initiation factor 4E member 3 [Source:MGI Symbol;Acc:MGI:1914142]	ENSMUSG00000093661.1	Eif4e3	66892	0.691	3.03	22.5	2.19e-05	0.00219	4.66
5	1.51e+08	1.51e+08	25500	-	ENSMUSG00000041132	N4bp2l1	protein_coding	chromosome	NEDD4 binding protein 2-like 1 [Source:MGI Symbol;Acc:MGI:2140872]	ENSMUSG00000041132.11	N4bp2l1	100637	0.614	3.38	22.5	2.2e-05	0.00219	4.66
9	1.08e+08	1.08e+08	14000	+	ENSMUSG00000032936	Camkv	protein_coding	chromosome	CaM kinase-like vesicle-associated [Source:MGI Symbol;Acc:MGI:2384296]	ENSMUSG00000032936.13	Camkv	235604	1.67	8.92	22.5	2.22e-05	0.00219	4.65
2	66300000	66400000	170000	-	ENSMUSG00000064329	Scn1a	protein_coding	chromosome	sodium channel, voltage-gated, type I, alpha [Source:MGI Symbol;Acc:MGI:98246]	ENSMUSG00000064329.13	Scn1a	20265	0.916	5.6	22.5	2.23e-05	0.00219	4.65
13	15800000	1.6e+07	210000	-	ENSMUSG00000113701	AC121583.1	transcribed_processed_pseudogene	chromosome	NULL	ENSMUSG00000113701.1	AC121583.1	NA	1.39	0.588	22.4	2.24e-05	0.00219	4.65
19	7020000	7040000	19300	-	ENSMUSG00000024966	Stip1	protein_coding	chromosome	stress-induced phosphoprotein 1 [Source:MGI Symbol;Acc:MGI:109130]	ENSMUSG00000024966.8	Stip1	20867	-0.522	6.85	22.4	2.25e-05	0.00219	4.65
10	86300000	86300000	49100	+	ENSMUSG00000020044	Timp3	protein_coding	chromosome	tissue inhibitor of metalloproteinase 3 [Source:MGI Symbol;Acc:MGI:98754]	ENSMUSG00000020044.13	Timp3	21859	-1.07	6.89	22.4	2.29e-05	0.00222	4.64
2	49800000	49900000	161000	+	ENSMUSG00000026765	Lypd6b	protein_coding	chromosome	LY6/PLAUR domain containing 6B [Source:MGI Symbol;Acc:MGI:1919147]	ENSMUSG00000026765.12	Lypd6b	71897	1.64	3.52	22.3	2.33e-05	0.00223	4.63
7	45800000	45800000	5720	-	ENSMUSG00000053801	Grwd1	protein_coding	chromosome	glutamate-rich WD repeat containing 1 [Source:MGI Symbol;Acc:MGI:2141989]	ENSMUSG00000053801.18	Grwd1	101612	-1.01	3.05	22.3	2.36e-05	0.00223	4.63
3	36600000	36600000	13100	+	ENSMUSG00000027714	Exosc9	protein_coding	chromosome	exosome component 9 [Source:MGI Symbol;Acc:MGI:1355319]	ENSMUSG00000027714.11	Exosc9	50911	-0.928	4.29	22.3	2.37e-05	0.00223	4.63
16	31700000	31900000	210000	+	ENSMUSG00000022770	Dlg1	protein_coding	chromosome	discs, large homolog 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:107231]	ENSMUSG00000022770.16	Dlg1	13383	-0.699	6.16	22.3	2.39e-05	0.00223	4.62
10	1.2e+08	1.2e+08	23300	+	ENSMUSG00000020225	Tmbim4	protein_coding	chromosome	transmembrane BAX inhibitor motif containing 4 [Source:MGI Symbol;Acc:MGI:1915462]	ENSMUSG00000020225.10	Tmbim4	68212	-0.75	4.4	22.2	2.42e-05	0.00223	4.62
18	6330000	6330000	475	+	ENSMUSG00000073640	Rpl27-ps3	protein_coding	chromosome	ribosomal protein L27, pseudogene 3 [Source:MGI Symbol;Acc:MGI:3646174]	ENSMUSG00000073640.2	Rpl27-ps3	108167922	-1.26	3.14	22.2	2.42e-05	0.00223	4.62
9	1.1e+08	1.1e+08	50800	-	ENSMUSG00000054792	Klhl18	protein_coding	chromosome	kelch-like 18 [Source:MGI Symbol;Acc:MGI:2143315]	ENSMUSG00000054792.15	Klhl18	270201	1.03	4.99	22.2	2.43e-05	0.00223	4.61
12	70200000	70200000	29700	+	ENSMUSG00000090121	Abhd12b	protein_coding	chromosome	abhydrolase domain containing 12B [Source:MGI Symbol;Acc:MGI:2685650]	ENSMUSG00000090121.10	Abhd12b	100504285	1.57	-0.872	22.2	2.43e-05	0.00223	4.61
16	44100000	44200000	23500	+	ENSMUSG00000022698	Naa50	protein_coding	chromosome	N(alpha)-acetyltransferase 50, NatE catalytic subunit [Source:MGI Symbol;Acc:MGI:1919367]	ENSMUSG00000022698.17	Naa50	72117	-0.765	6.64	22.2	2.44e-05	0.00223	4.61
